,value
15708,102
15709,63
15710,26
15711,391
15712,301
15713,0
15714,92
15715,133
15716,173
15717,238
15718,178
15719,160
15720,56
15721,38
15722,59
15723,69
15724,94
15725,86
15726,127
15727,0
15728,0
15729,90
15730,0
15731,111
15732,107
15733,0
15734,358
15735,247
15736,219
15737,115
15738,115
15739,52
15740,50
15741,168
15742,47
15743,106
15744,85
15745,237
15746,0
15747,70
15748,0
15749,6
15750,23
15751,9
15752,0
15753,137
15754,6
15755,13
15756,7
15757,0
15758,25
15759,393
15760,30
15761,72
15762,0
15763,21
15764,13
15765,0
15766,67
15767,23
15768,115
15769,0
15770,0
15771,8
15772,0
15773,0
15774,136
15775,70
15776,53
15777,108
15778,31
15779,216
15780,93
15781,111
15782,99
15783,12
15784,188
15785,105
15786,0
15787,92
15788,64
15789,64
15790,103
15791,60
15792,114
15793,104
15794,5
15795,0
15796,0
15797,5
15798,0
15799,37
15800,0
15801,20
15802,0
15803,3
15804,2
15805,37
15806,99
15807,43
15808,64
15809,272
15810,5
15811,18
15812,0
15813,118
15814,0
15815,77
15816,5
15817,282
15818,59
15819,44
15820,43
15821,50
15822,52
15823,67
15824,94
15825,79
15826,8
15827,86
15828,77
15829,54
15830,70
15831,0
15832,0
15833,59
15834,155
15835,99
15836,67
15837,129
15838,114
15839,32
15840,91
15841,72
15842,81
15843,70
15844,0
15845,28
15846,70
15847,121
15848,18
15849,132
15850,100
15851,45
15852,73
15853,100
15854,35
15855,3
15856,76
15857,0
15858,31
15859,67
15860,167
15861,149
15862,121
15863,0
15864,0
15865,3
15866,7
15867,14
15868,42
15869,34
15870,37
15871,54
15872,17
15873,34
15874,65
15875,0
15876,73
15877,34
15878,76
15879,68
15880,0
15881,71
15882,48
15883,3
15884,45
15885,51
15886,51
15887,74
15888,59
15889,62
15890,6
15891,199
15892,20
15893,48
15894,5
15895,0
15896,245
15897,0
15898,33
15899,58
15900,102
15901,0
15902,63
15903,44
15904,189
15905,71
15906,3
15907,20
15908,0
15909,11
15910,0
15911,3
15912,23
15913,172
15914,0
15915,0
15916,0
15917,133
15918,0
15919,115
15920,56
15921,388
15922,0
15923,0
15924,77
15925,59
15926,526
15927,61
15928,62
15929,0
15930,36
15931,99
15932,0
15933,0
15934,0
15935,0
15936,0
15937,111
15938,0
15939,85
15940,317
15941,49
15942,0
15943,11
15944,60
15945,0
15946,0
15947,41
15948,37
15949,50
15950,0
15951,0
15952,244
15953,143
15954,282
15955,0
15956,136
15957,7
15958,65
15959,3
15960,235
15961,14
15962,39
15963,57
15964,0
15965,63
15966,239
15967,36
15968,130
15969,101
15970,238
15971,0
15972,54
15973,139
15974,117
15975,42
15976,109
15977,59
15978,73
15979,235
15980,253
15981,178
15982,42
15983,149
15984,16
15985,50
15986,95
15987,65
15988,49
15989,48
15990,37
15991,62
15992,28
15993,52
15994,5
15995,41
15996,19
15997,120
15998,42
15999,23
16000,60
16001,167
16002,62
16003,147
16004,0
16005,31
16006,54
16007,147
16008,188
16009,225
16010,253
16011,158
16012,202
16013,0
16014,248
16015,1244
16016,116
16017,58
16018,412
16019,51
16020,46
16021,226
16022,138
16023,0
16024,74
16025,205
16026,467
16027,275
16028,396
16029,70
16030,261
16031,236
16032,0
16033,215
16034,84
16035,254
16036,251
16037,126
16038,74
16039,75
16040,216
16041,160
16042,111
16043,138
16044,83
16045,33
16046,191
16047,432
16048,27
16049,204
16050,386
16051,238
16052,379
16053,254
16054,520
16055,45
16056,195
16057,132
16058,60
16059,47
16060,0
16061,277
16062,130
16063,255
16064,0
16065,0
16066,266
16067,271
16068,39
16069,288
16070,604
16071,244
16072,0
16073,228
16074,201
16075,297
16076,43
16077,211
16078,326
16079,343
16080,225
16081,259
16082,367
16083,250
16084,0
16085,0
16086,0
16087,146
16088,0
16089,0
16090,217
16091,0
16092,79
16093,338
16094,303
16095,480
16096,250
16097,83
16098,0
16099,21
16100,0
16101,18
16102,22
16103,5
16104,16
16105,31
16106,128
16107,4
16108,4
16109,21
16110,0
16111,13
16112,0
16113,7
16114,71
16115,21
16116,96
16117,101
16118,2
16119,7
16120,27
16121,171
16122,127
16123,162
16124,158
16125,271
16126,801
16127,88
16128,104
16129,2
16130,0
16131,0
16132,4
16133,376
16134,129
16135,142
16136,191
16137,163
16138,171
16139,44
16140,57
16141,168
16142,95
16143,173
16144,185
16145,121
16146,124
16147,113
16148,175
16149,279
16150,145
16151,171
16152,130
16153,240
16154,30
16155,152
16156,221
16157,0
16158,147
16159,77
16160,107
16161,91
16162,310
16163,7
16164,86
16165,163
16166,31
16167,36
16168,249
16169,136
16170,167
16171,109
16172,335
16173,312
16174,156
16175,164
16176,203
16177,0
16178,415
16179,462
16180,0
16181,0
16182,0
16183,0
16184,117
16185,112
16186,50
16187,462
16188,275
16189,0
16190,235
16191,0
16192,0
16193,46
16194,0
16195,0
16196,0
16197,0
16198,0
16199,0
16200,0
16201,0
16202,0
16203,0
16204,0
16205,4
16206,7
16207,12
16208,31
16209,427
16210,31
16211,0
16212,37
16213,19
16214,0
16215,40
16216,132
16217,708
16218,154
16219,152
16220,2
16221,20
16222,87
16223,35
16224,314
16225,250
16226,93
16227,174
16228,50
16229,28
16230,125
16231,44
16232,141
16233,74
16234,302
16235,0
16236,262
16237,367
16238,218
16239,416
16240,353
16241,360
16242,1015
16243,501
16244,0
16245,234
16246,0
16247,406
16248,427
16249,554
16250,875
16251,1030
16252,0
16253,0
16254,197
16255,115
16256,134
16257,165
16258,421
16259,388
16260,205
16261,234
16262,350
16263,267
16264,201
16265,395
16266,647
16267,211
16268,0
16269,0
16270,0
16271,213
16272,0
16273,0
16274,672
16275,201
16276,320
16277,311
16278,206
16279,369
16280,529
16281,211
16282,296
16283,201
16284,398
16285,406
16286,0
16287,0
16288,0
16289,747
16290,1059
16291,439
16292,467
16293,335
16294,238
16295,450
16296,245
16297,302
16298,308
16299,222
16300,0
16301,354
16302,151
16303,263
16304,0
16305,182
16306,628
16307,223
16308,182
16309,365
16310,274
16311,451
16312,0
16313,270
16314,484
16315,658
16316,91
16317,138
16318,225
16319,838
16320,229
16321,415
16322,586
16323,620
16324,740
16325,256
16326,254
16327,281
16328,423
16329,526
16330,324
16331,284
16332,366
16333,380
16334,422
16335,211
16336,0
16337,443
16338,158
16339,295
16340,137
16341,318
16342,0
16343,151
16344,137
16345,87
16346,0
16347,605
16348,61
16349,408
16350,487
16351,483
16352,245
16353,76
16354,0
16355,191
16356,0
16357,0
16358,0
16359,0
16360,0
16361,0
16362,0
16363,0
16364,0
16365,0
16366,0
16367,0
16368,397
16369,637
16370,107
16371,4
16372,369
16373,0
16374,0
16375,226
16376,0
16377,0
16378,206
16379,200
16380,62
16381,94
16382,294
16383,95
16384,228
16385,220
16386,183
16387,69
16388,228
16389,202
16390,0
16391,141
16392,0
16393,0
16394,239
16395,81
16396,274
16397,136
16398,0
16399,305
16400,174
16401,649
16402,0
16403,0
16404,0
16405,7
16406,471
16407,216
16408,255
16409,246
16410,88
16411,285
16412,171
16413,666
16414,0
16415,328
16416,400
16417,284
16418,126
16419,361
16420,186
16421,311
16422,308
16423,0
16424,0
16425,75
16426,72
16427,283
16428,310
16429,660
16430,77
16431,50
16432,260
16433,101
16434,50
16435,74
16436,187
16437,1312
16438,172
16439,646
16440,351
16441,380
16442,821
16443,348
16444,506
16445,449
16446,69
16447,359
16448,293
16449,119
16450,345
16451,487
16452,774
16453,112
16454,10
16455,89
16456,194
16457,204
16458,260
16459,29
16460,33
16461,111
16462,13
16463,142
16464,40
16465,36
16466,46
16467,43
16468,36
16469,13
16470,0
16471,566
16472,256
16473,979
16474,1065
16475,66
16476,62
16477,550
16478,529
16479,0
16480,110
16481,3
16482,0
16483,0
16484,4
16485,0
16486,0
16487,0
16488,299
16489,0
16490,757
16491,357
16492,91
16493,315
16494,123
16495,0
16496,102
16497,222
16498,73
16499,123
16500,103
16501,120
16502,59
16503,0
16504,41
16505,12
16506,15
16507,149
16508,84
16509,202
16510,264
16511,67
16512,73
16513,56
16514,173
16515,0
16516,170
16517,90
16518,274
16519,36
16520,103
16521,5
16522,206
16523,142
16524,52
16525,57
16526,41
16527,31
16528,65
16529,29
16530,38
16531,131
16532,36
16533,62
16534,167
16535,100
16536,100
16537,105
16538,0
16539,82
16540,39
16541,139
16542,44
16543,147
16544,62
16545,205
16546,51
16547,336
16548,34
16549,111
16550,41
16551,349
16552,74
16553,349
16554,0
16555,18
16556,201
16557,231
16558,33
16559,105
16560,121
16561,0
16562,366
16563,7
16564,26
16565,2
16566,12
16567,0
16568,48
16569,5
16570,26
16571,61
16572,0
16573,50
16574,66
16575,21
16576,86
16577,38
16578,59
16579,129
16580,23
16581,40
16582,10
16583,14
16584,19
16585,76
16586,85
16587,1036
16588,273
16589,3
16590,2
16591,202
16592,14
16593,0
16594,131
16595,43
16596,0
16597,0
16598,9
16599,69
16600,119
16601,46
16602,23
16603,157
16604,265
16605,78
16606,242
16607,82
16608,101
16609,79
16610,46
16611,563
16612,157
16613,124
16614,59
16615,29
16616,39
16617,95
16618,160
16619,121
16620,75
16621,65
16622,29
16623,105
16624,69
16625,23
16626,50
16627,15
16628,26
16629,530
16630,38
16631,50
16632,141
16633,73
16634,74
16635,390
16636,442
16637,313
16638,183
16639,0
16640,54
16641,126
16642,400
16643,0
16644,316
16645,134
16646,54
16647,691
16648,679
16649,158
16650,100
16651,33
16652,145
16653,30
16654,165
16655,49
16656,40
16657,3
16658,20
16659,0
16660,3
16661,26
16662,23
16663,358
16664,4
16665,19
16666,23
16667,23
16668,4
16669,3
16670,16
16671,98
16672,199
16673,696
16674,3
16675,0
16676,0
16677,135
16678,257
16679,36
16680,96
16681,39
16682,35
16683,65
16684,23
16685,84
16686,44
16687,26
16688,6
16689,20
16690,52
16691,159
16692,120
16693,217
16694,74
16695,103
16696,29
16697,5
16698,185
16699,13
16700,5
16701,13
16702,167
16703,8
16704,143
16705,6
16706,151
16707,0
16708,0
16709,5
16710,62
16711,103
16712,123
16713,34
16714,18
16715,51
16716,10
16717,49
16718,82
16719,71
16720,54
16721,82
16722,46
16723,28
16724,100
16725,3
16726,56
16727,5
16728,18
16729,15
16730,18
16731,16
16732,3
16733,159
16734,61
16735,25
16736,71
16737,345
16738,47
16739,64
16740,48
16741,28
16742,0
16743,3
16744,93
16745,252
16746,64
16747,28
16748,77
16749,42
16750,64
16751,52
16752,49
16753,48
16754,67
16755,24
16756,36
16757,64
16758,56
16759,142
16760,62
16761,249
16762,46
16763,113
16764,85
16765,13
16766,0
16767,0
16768,0
16769,0
16770,0
16771,0
16772,5
16773,38
16774,26
16775,31
16776,14
16777,9
16778,10
16779,12
16780,0
16781,78
16782,27
16783,55
16784,0
16785,84
16786,0
16787,33
16788,9
16789,150
16790,114
16791,157
16792,74
16793,22
16794,0
16795,28
16796,105
16797,59
16798,52
16799,64
16800,40
16801,2
16802,53
16803,38
16804,0
16805,5
16806,49
16807,30
16808,144
16809,203
16810,46
16811,68
16812,36
16813,27
16814,20
16815,27
16816,36
16817,249
16818,95
16819,79
16820,0
16821,43
16822,170
16823,92
16824,26
16825,20
16826,47
16827,26
16828,26
16829,33
16830,9
16831,0
16832,0
16833,0
16834,6
16835,6
16836,6
16837,12
16838,71
16839,9
16840,0
16841,80
16842,6
16843,3
16844,459
16845,71
16846,29
16847,486
16848,47
16849,169
16850,38
16851,272
16852,119
16853,178
16854,156
16855,3
16856,199
16857,676
16858,10
16859,139
16860,229
16861,195
16862,159
16863,150
16864,59
16865,1228
16866,71
16867,74
16868,807
16869,68
16870,214
16871,502
16872,282
16873,33
16874,77
16875,23
16876,2
16877,37
16878,271
16879,7
16880,0
16881,31
16882,38
16883,8
16884,72
16885,0
16886,181
16887,0
16888,0
16889,56
16890,2
16891,64
16892,47
16893,160
16894,10
16895,379
16896,129
16897,119
16898,5
16899,116
16900,98
16901,6
16902,8
16903,35
16904,0
16905,11
16906,44
16907,17
16908,22
16909,5
16910,33
16911,3
16912,14
16913,0
16914,8
16915,8
16916,8
16917,32
16918,25
16919,38
16920,43
16921,22
16922,6
16923,0
16924,3
16925,8
16926,3
16927,11
16928,6
16929,28
16930,3
16931,8
16932,19
16933,22
16934,11
16935,11
16936,0
16937,14
16938,0
16939,11
16940,41
16941,8
16942,0
16943,916
16944,3
16945,0
16946,0
16947,0
16948,0
16949,3
16950,5
16951,11
16952,3
16953,0
16954,2
16955,0
16956,0
16957,0
16958,0
16959,26
16960,29
16961,0
16962,13
16963,0
16964,5
16965,0
16966,59
16967,3
16968,0
16969,24
16970,115
16971,19
16972,18
16973,8
16974,11
16975,14
16976,24
16977,22
16978,0
16979,5
16980,32
16981,51
16982,9
16983,81
16984,35
16985,51
16986,13
16987,10
16988,0
16989,142
16990,101
16991,16
16992,26
16993,8
16994,77
16995,9
16996,3
16997,8
16998,0
16999,3
17000,6
17001,0
17002,0
17003,0
17004,0
17005,3
17006,24
17007,0
17008,3
17009,14
17010,2
17011,0
17012,12
17013,26
17014,3
17015,0
17016,47
17017,96
17018,32
17019,8
17020,0
17021,0
17022,3
17023,0
17024,0
17025,29
17026,53
17027,14
17028,9
17029,0
17030,112
17031,0
17032,0
17033,29
17034,0
17035,21
17036,6
17037,0
17038,26
17039,0
17040,33
17041,20
17042,0
17043,15
17044,33
17045,36
17046,0
17047,3
17048,9
17049,24
17050,9
17051,163
17052,216
17053,121
17054,80
17055,3
17056,50
17057,54
17058,196
17059,169
17060,36
17061,0
17062,178
17063,97
17064,166
17065,86
17066,71
17067,9
17068,20
17069,112
17070,89
17071,0
17072,0
17073,169
17074,126
17075,3
17076,0
17077,77
17078,238
17079,301
17080,99
17081,251
17082,50
17083,341
17084,165
17085,130
17086,36
17087,20
17088,107
17089,374
17090,112
17091,269
17092,100
17093,599
17094,88
17095,0
17096,65
17097,333
17098,198
17099,55
17100,42
17101,78
17102,133
17103,298
17104,194
17105,217
17106,26
17107,10
17108,7
17109,7
17110,18
17111,41
17112,26
17113,0
17114,10
17115,0
17116,21
17117,5
17118,57
17119,0
17120,26
17121,2
17122,31
17123,23
17124,20
17125,3
17126,20
17127,23
17128,94
17129,69
17130,132
17131,46
17132,36
17133,5
17134,106
17135,32
17136,18
17137,41
17138,39
17139,13
17140,19
17141,57
17142,144
17143,46
17144,69
17145,54
17146,5
17147,44
17148,26
17149,20
17150,109
17151,292
17152,26
17153,26
17154,13
17155,287
17156,75
17157,0
17158,13
17159,38
17160,0
17161,6
17162,3
17163,0
17164,9
17165,5
17166,0
17167,5
17168,8
17169,11
17170,8
17171,17
17172,5
17173,29
17174,41
17175,3
17176,19
17177,0
17178,44
17179,52
17180,13
17181,11
17182,70
17183,38
17184,27
17185,5
17186,6
17187,41
17188,2
17189,27
17190,19
17191,27
17192,3
17193,11
17194,22
17195,0
17196,0
17197,11
17198,11
17199,0
17200,0
17201,20
17202,9
17203,14
17204,25
17205,27
17206,0
17207,19
17208,9
17209,22
17210,11
17211,11
17212,0
17213,0
17214,30
17215,49
17216,11
17217,0
17218,39
17219,5
17220,0
17221,115
17222,3
17223,0
17224,0
17225,2
17226,0
17227,0
17228,0
17229,0
17230,0
17231,6
17232,0
17233,0
17234,0
17235,0
17236,0
17237,0
17238,0
17239,0
17240,0
17241,0
17242,0
17243,0
17244,64
17245,30
17246,22
17247,32
17248,48
17249,21
17250,14
17251,0
17252,11
17253,8
17254,9
17255,2
17256,37
17257,0
17258,0
17259,2
17260,16
17261,97
17262,3
17263,5
17264,0
17265,0
17266,0
17267,0
17268,0
17269,8
17270,0
17271,0
17272,0
17273,0
17274,0
17275,9
17276,0
17277,0
17278,0
17279,0
17280,216
17281,29
17282,11
17283,0
17284,31
17285,0
17286,104
17287,3
17288,57
17289,12
17290,0
17291,0
17292,29
17293,0
17294,0
17295,0
17296,26
17297,0
17298,3
17299,18
17300,0
17301,0
17302,23
17303,6
17304,0
17305,0
17306,0
17307,5
17308,0
17309,12
17310,0
17311,0
17312,3
17313,0
17314,294
17315,26
17316,14
17317,0
17318,0
17319,0
17320,3
17321,20
17322,15
17323,18
17324,6
17325,0
17326,24
17327,23
17328,3
17329,3
17330,40
17331,12
17332,0
17333,9
17334,24
17335,23
17336,0
17337,3
17338,95
17339,8
17340,40
17341,40
17342,3
17343,32
17344,34
17345,29
17346,6
17347,30
17348,56
17349,25
17350,11
17351,5
17352,30
17353,0
17354,0
17355,0
17356,0
17357,3
17358,0
17359,66
17360,6
17361,40
17362,22
17363,329
17364,2
17365,56
17366,0
17367,33
17368,90
17369,53
17370,52
17371,0
17372,14
17373,91
17374,69
17375,17
17376,36
17377,50
17378,64
17379,16
17380,60
17381,6
17382,47
17383,14
17384,35
17385,19
17386,52
17387,55
17388,2
17389,19
17390,14
17391,28
17392,11
17393,24
17394,35
17395,44
17396,63
17397,80
17398,41
17399,38
17400,113
17401,49
17402,38
17403,25
17404,64
17405,316
17406,20
17407,5
17408,536
17409,182
17410,3
17411,0
17412,3
17413,28
17414,63
17415,61
17416,91
17417,105
17418,97
17419,8
17420,8
17421,5
17422,22
17423,2
17424,0
17425,26
17426,18
17427,5
17428,2
17429,0
17430,64
17431,0
17432,901
17433,41
17434,31
17435,7
17436,39
17437,72
17438,0
17439,0
17440,83
17441,86
17442,85
17443,93
17444,47
17445,57
17446,5
17447,215
17448,349
17449,457
17450,341
17451,155
17452,54
17453,85
17454,23
17455,98
17456,0
17457,90
17458,21
17459,33
17460,65
17461,33
17462,253
17463,98
17464,20
17465,50
17466,18
17467,61
17468,10
17469,36
17470,11
17471,0
17472,15
17473,193
17474,11
17475,26
17476,145
17477,152
17478,0
17479,167
17480,49
17481,85
17482,0
17483,81
17484,89
17485,52
17486,93
17487,222
17488,137
17489,0
17490,107
17491,104
17492,22
17493,34
17494,152
17495,186
17496,115
17497,52
17498,137
17499,63
17500,40
17501,93
17502,15
17503,48
17504,252
17505,285
17506,58
17507,0
17508,0
17509,0
17510,0
17511,6
17512,3
17513,0
17514,0
17515,3
17516,0
17517,0
17518,0
17519,17
17520,0
17521,0
17522,9
17523,14
17524,3
17525,0
17526,31
17527,20
17528,0
17529,3
17530,0
17531,0
17532,432
17533,31
17534,432
17535,37
17536,3
17537,6
17538,587
17539,11
17540,24
17541,357
17542,2
17543,23
17544,8
17545,17
17546,0
17547,0
17548,6
17549,2
17550,26
17551,0
17552,0
17553,11
17554,15
17555,11
17556,6
17557,15
17558,17
17559,0
17560,26
17561,9
17562,55
17563,17
17564,12
17565,3
17566,26
17567,0
17568,3
17569,0
17570,13
17571,0
17572,9
17573,32
17574,21
17575,0
17576,9
17577,0
17578,0
17579,5
17580,21
17581,0
17582,0
17583,0
17584,34
17585,0
17586,3
17587,3
17588,0
17589,8
17590,19
17591,8
17592,5
17593,19
17594,18
17595,0
17596,0
17597,13
17598,5
17599,35
17600,6
17601,0
17602,8
17603,2
17604,0
17605,8
17606,18
17607,0
17608,5
17609,54
17610,37
17611,0
17612,5
17613,8
17614,9
17615,0
17616,16
17617,0
17618,0
17619,0
17620,19
17621,0
17622,0
17623,0
17624,5
17625,14
17626,48
17627,0
17628,0
17629,0
17630,8
17631,2
17632,11
17633,2
17634,16
17635,3
17636,3
17637,3
17638,0
17639,8
17640,8
17641,11
17642,66
17643,6
17644,8
17645,0
17646,47
17647,36
17648,22
17649,74
17650,28
17651,14
17652,25
17653,11
17654,2
17655,5
17656,27
17657,44
17658,46
17659,41
17660,0
17661,33
17662,3
17663,2
17664,58
17665,58
17666,3
17667,20
17668,30
17669,22
17670,31
17671,63
17672,44
17673,33
17674,9
17675,22
17676,11
17677,24
17678,0
17679,19
17680,13
17681,8
17682,60
17683,13
17684,5
17685,44
17686,0
17687,25
17688,11
17689,27
17690,30
17691,0
17692,27
17693,68
17694,30
17695,41
17696,33
17697,47
17698,46
17699,19
17700,11
17701,16
17702,30
17703,93
17704,28
17705,0
17706,47
17707,13
17708,132
17709,27
17710,3
17711,61
17712,68
17713,102
17714,38
17715,99
17716,74
17717,55
17718,17
17719,54
17720,20
17721,150
17722,52
17723,54
17724,77
17725,3
17726,23
17727,0
17728,119
17729,0
17730,103
17731,117
17732,20
17733,31
17734,150
17735,77
17736,37
17737,155
17738,10
17739,59
17740,75
17741,10
17742,77
17743,55
17744,11
17745,13
17746,46
17747,11
17748,41
17749,43
17750,51
17751,0
17752,20
17753,10
17754,59
17755,18
17756,8
17757,5
17758,70
17759,54
17760,83
17761,33
17762,54
17763,33
17764,36
17765,13
17766,0
17767,15
17768,0
17769,3
17770,3
17771,0
17772,28
17773,48
17774,78
17775,26
17776,26
17777,0
17778,44
17779,0
17780,4
17781,52
17782,4
17783,0
17784,37
17785,22
17786,0
17787,0
17788,0
17789,270
17790,137
17791,33
17792,52
17793,86
17794,0
17795,48
17796,19
17797,74
17798,81
17799,67
17800,18
17801,34
17802,33
17803,148
17804,114
17805,11
17806,11
17807,34
17808,15
17809,0
17810,37
17811,101
17812,4
17813,45
17814,147
17815,7
17816,75
17817,8
17818,45
17819,189
17820,453
17821,116
17822,80
17823,132
17824,45
17825,68
17826,60
17827,64
17828,60
17829,19
17830,49
17831,52
17832,27
17833,12
17834,11
17835,0
17836,17
17837,62
17838,369
17839,182
17840,165
17841,98
17842,0
17843,45
17844,5
17845,6
17846,46
17847,89
17848,195
17849,98
17850,132
17851,159
17852,110
17853,55
17854,19
17855,43
17856,83
17857,36
17858,31
17859,648
17860,40
17861,104
17862,0
17863,68
17864,133
17865,415
17866,58
17867,177
17868,222
17869,13
17870,191
17871,142
17872,134
17873,143
17874,571
17875,263
17876,853
